Date,Category,Subcategory,Task,Total
2021/12/6,Health,Resistance Training,Triceps,45
2021/12/8,Health,Resistance Training,Triceps,45
2021/12/10,Health,Resistance Training,Triceps,45
2021/12/12,Health,Resistance Training,Triceps,90
2021/12/14,Health,Resistance Training,Triceps,45
2021/12/16,Health,Resistance Training,Triceps,45
2021/12/18,Health,Resistance Training,Triceps,45
2021/12/20,Health,Resistance Training,Triceps,45
2021/12/22,Health,Resistance Training,Triceps,45
2021/12/24,Health,Resistance Training,Triceps,45
2021/12/26,Health,Resistance Training,Triceps,45
2021/12/28,Health,Resistance Training,Triceps,45
2021/12/30,Health,Resistance Training,Triceps,45
2022/1/1,Health,Resistance Training,Triceps,45
2022/1/3,Health,Resistance Training,Triceps,45
2022/1/5,Health,Resistance Training,Triceps,45
2022/1/7,Health,Resistance Training,Triceps,45
2022/1/9,Health,Resistance Training,Triceps,45
2022/1/11,Health,Resistance Training,Triceps,47
2022/1/13,Health,Resistance Training,Triceps,50
2022/1/15,Health,Resistance Training,Triceps,45
2022/1/17,Health,Resistance Training,Triceps,45
2022/1/19,Health,Resistance Training,Triceps,45
2022/1/21,Health,Resistance Training,Triceps,45
2022/1/23,Health,Resistance Training,Triceps,50
2022/1/25,Health,Resistance Training,Triceps,46
2022/1/27,Health,Resistance Training,Triceps,45
2022/1/29,Health,Resistance Training,Triceps,46
2022/1/30,Health,Resistance Training,Triceps,62
2022/1/31,Health,Resistance Training,Triceps,46
2022/2/2,Health,Resistance Training,Triceps,46
2022/2/4,Health,Resistance Training,Triceps,46
2022/2/6,Health,Resistance Training,Triceps,46
2022/2/8,Health,Resistance Training,Triceps,46
2022/2/10,Health,Resistance Training,Triceps,46
2022/2/12,Health,Resistance Training,Triceps,46
2022/2/14,Health,Resistance Training,Triceps,46
2022/2/16,Health,Resistance Training,Triceps,46
2022/2/18,Health,Resistance Training,Triceps,46
2022/2/20,Health,Resistance Training,Triceps,46
2022/2/22,Health,Resistance Training,Triceps,46
2022/2/24,Health,Resistance Training,Triceps,46
2022/2/26,Health,Resistance Training,Triceps,46
2022/2/27,Health,Resistance Training,Triceps,56
2022/3/1,Health,Resistance Training,Triceps,46
2022/3/3,Health,Resistance Training,Triceps,50
2022/3/4,Health,Resistance Training,Triceps,60
2022/3/6,Health,Resistance Training,Triceps,57
2022/3/7,Health,Resistance Training,Triceps,76
2022/3/9,Health,Resistance Training,Triceps,52
2022/3/11,Health,Resistance Training,Triceps,68
2022/3/13,Health,Resistance Training,Triceps,46
2022/3/15,Health,Resistance Training,Triceps,52
2022/3/17,Health,Resistance Training,Triceps,70
2022/3/19,Health,Resistance Training,Triceps,46
2022/3/21,Health,Resistance Training,Triceps,46
2022/3/23,Health,Resistance Training,Triceps,46
2022/3/25,Health,Resistance Training,Triceps,46
2022/3/27,Health,Resistance Training,Triceps,50
2022/3/29,Health,Resistance Training,Triceps,46
2022/3/31,Health,Resistance Training,Triceps,63
2022/4/2,Health,Resistance Training,Triceps,68
2022/4/4,Health,Resistance Training,Triceps,82
2022/4/6,Health,Resistance Training,Triceps,57
2022/4/8,Health,Resistance Training,Triceps,52
2022/4/9,Health,Resistance Training,Triceps,48
2022/4/10,Health,Resistance Training,Triceps,46
2022/4/12,Health,Resistance Training,Triceps,46
2022/4/14,Health,Resistance Training,Triceps,60
2022/4/16,Health,Resistance Training,Triceps,48
2022/4/18,Health,Resistance Training,Triceps,52
2022/4/20,Health,Resistance Training,Triceps,52
2022/4/22,Health,Resistance Training,Triceps,55
2022/4/24,Health,Resistance Training,Triceps,52
2022/4/26,Health,Resistance Training,Triceps,56
2022/4/28,Health,Resistance Training,Triceps,52
2022/4/30,Health,Resistance Training,Triceps,52
2022/5/2,Health,Resistance Training,Triceps,52
2022/5/4,Health,Resistance Training,Triceps,60
2022/5/6,Health,Resistance Training,Triceps,48
2022/5/8,Health,Resistance Training,Triceps,56
2022/5/10,Health,Resistance Training,Triceps,58
2022/5/12,Health,Resistance Training,Triceps,62
2022/5/14,Health,Resistance Training,Triceps,66
2022/5/16,Health,Resistance Training,Triceps,62
2022/5/18,Health,Resistance Training,Triceps,69
2022/5/19,Health,Resistance Training,Triceps,64
2022/5/20,Health,Resistance Training,Triceps,59
2022/5/22,Health,Resistance Training,Triceps,55
2022/5/24,Health,Resistance Training,Triceps,50
2022/5/26,Health,Resistance Training,Triceps,57
2022/5/28,Health,Resistance Training,Triceps,65
2022/5/30,Health,Resistance Training,Triceps,59
2022/6/1,Health,Resistance Training,Triceps,52
2022/6/3,Health,Resistance Training,Triceps,63
2022/6/5,Health,Resistance Training,Triceps,53
2022/6/9,Health,Resistance Training,Triceps,57
2022/6/11,Health,Resistance Training,Triceps,53
2022/6/13,Health,Resistance Training,Triceps,54
2022/6/15,Health,Resistance Training,Triceps,53
2022/6/17,Health,Resistance Training,Triceps,65
2022/6/19,Health,Resistance Training,Triceps,52
2022/6/20,Health,Resistance Training,Triceps,46
2022/6/21,Health,Resistance Training,Triceps,52
2022/6/23,Health,Resistance Training,Triceps,53
2022/6/25,Health,Resistance Training,Triceps,67
2022/6/27,Health,Resistance Training,Triceps,62
2022/6/29,Health,Resistance Training,Triceps,62
2022/7/1,Health,Resistance Training,Triceps,55
2022/7/3,Health,Resistance Training,Triceps,57
2022/7/5,Health,Resistance Training,Triceps,60
2022/7/7,Health,Resistance Training,Triceps,59
2022/7/9,Health,Resistance Training,Triceps,60
2022/7/11,Health,Resistance Training,Triceps,55
2022/7/13,Health,Resistance Training,Triceps,59
2022/7/15,Health,Resistance Training,Triceps,66
2022/7/17,Health,Resistance Training,Triceps,70
2022/7/19,Health,Resistance Training,Triceps,70
2022/7/21,Health,Resistance Training,Triceps,70
2022/7/23,Health,Resistance Training,Triceps,69
2022/7/25,Health,Resistance Training,Triceps,68
2022/7/27,Health,Resistance Training,Triceps,83
2022/7/29,Health,Resistance Training,Triceps,69
2022/7/31,Health,Resistance Training,Triceps,65
2022/8/2,Health,Resistance Training,Triceps,81
2022/8/4,Health,Resistance Training,Triceps,68
2022/8/6,Health,Resistance Training,Triceps,81
2022/8/8,Health,Resistance Training,Triceps,81
2022/8/10,Health,Resistance Training,Triceps,85
2022/8/12,Health,Resistance Training,Triceps,80
2022/8/14,Health,Resistance Training,Triceps,74
2022/8/16,Health,Resistance Training,Triceps,100
2022/8/18,Health,Resistance Training,Triceps,60
2022/8/20,Health,Resistance Training,Triceps,97
2022/8/21,Health,Resistance Training,Triceps,52
2022/8/22,Health,Resistance Training,Triceps,83
2022/8/24,Health,Resistance Training,Triceps,93
2022/8/26,Health,Resistance Training,Triceps,92
2022/8/27,Health,Resistance Training,Triceps,71
2022/8/29,Health,Resistance Training,Triceps,90
2022/8/31,Health,Resistance Training,Triceps,89
2022/9/1,Health,Resistance Training,Triceps,43
2022/9/2,Health,Resistance Training,Triceps,64
2022/9/4,Health,Resistance Training,Triceps,76
2022/9/9,Health,Resistance Training,Triceps,53
2022/9/10,Health,Resistance Training,Triceps,55
2022/9/19,Health,Resistance Training,Triceps,55
2022/9/21,Health,Resistance Training,Triceps,64
2022/9/23,Health,Resistance Training,Triceps,55
2022/9/25,Health,Resistance Training,Triceps,61
2022/9/26,Health,Resistance Training,Triceps,51
2022/9/27,Health,Resistance Training,Triceps,53
2022/9/28,Health,Resistance Training,Triceps,72
2022/9/29,Health,Resistance Training,Triceps,60
2022/10/6,Health,Resistance Training,Triceps,58
2022/10/8,Health,Resistance Training,Triceps,70
2022/10/10,Health,Resistance Training,Triceps,63
2022/10/12,Health,Resistance Training,Triceps,55
2022/10/14,Health,Resistance Training,Triceps,140
2022/10/16,Health,Resistance Training,Triceps,111
2022/10/18,Health,Resistance Training,Triceps,102
2022/10/21,Health,Resistance Training,Triceps,114
2022/10/23,Health,Resistance Training,Triceps,113
2022/10/26,Health,Resistance Training,Triceps,84
2022/10/29,Health,Resistance Training,Triceps,72
2022/10/31,Health,Resistance Training,Triceps,74
2022/11/3,Health,Resistance Training,Triceps,67
2022/11/7,Health,Resistance Training,Triceps,81
2022/11/10,Health,Resistance Training,Triceps,112
2022/11/16,Health,Resistance Training,Triceps,81
2022/11/18,Health,Resistance Training,Triceps,75
2022/11/23,Health,Resistance Training,Triceps,75
2022/11/27,Health,Resistance Training,Triceps,64
2022/12/1,Health,Resistance Training,Triceps,92
2022/12/3,Health,Resistance Training,Triceps,105
2022/12/5,Health,Resistance Training,Triceps,66
2022/12/7,Health,Resistance Training,Triceps,72
2022/12/11,Health,Resistance Training,Triceps,63
2022/12/15,Health,Resistance Training,Triceps,70
2022/12/18,Health,Resistance Training,Triceps,99
2022/12/20,Health,Resistance Training,Triceps,78
2022/12/23,Health,Resistance Training,Triceps,101
2022/12/26,Health,Resistance Training,Triceps,85
2022/12/30,Health,Resistance Training,Triceps,77
2023/1/2,Health,Resistance Training,Triceps,108
2023/1/6,Health,Resistance Training,Triceps,75
2023/1/13,Health,Resistance Training,Triceps,81
2023/1/15,Health,Resistance Training,Triceps,99
2023/1/21,Health,Resistance Training,Triceps,70
2023/1/26,Health,Resistance Training,Triceps,66
2023/1/28,Health,Resistance Training,Triceps,60
2023/1/30,Health,Resistance Training,Triceps,68
2023/2/1,Health,Resistance Training,Triceps,81
2023/2/4,Health,Resistance Training,Triceps,81
2023/2/7,Health,Resistance Training,Triceps,81
2023/2/10,Health,Resistance Training,Triceps,69
2023/2/12,Health,Resistance Training,Triceps,81
2023/2/16,Health,Resistance Training,Triceps,75
2023/2/17,Health,Resistance Training,Triceps,81
2023/2/19,Health,Resistance Training,Triceps,72
2023/2/25,Health,Resistance Training,Triceps,76
2023/3/1,Health,Resistance Training,Triceps,76
2023/3/2,Health,Resistance Training,Triceps,64
2023/3/4,Health,Resistance Training,Triceps,74
2023/3/7,Health,Resistance Training,Triceps,77
2023/3/9,Health,Resistance Training,Triceps,81
2023/3/14,Health,Resistance Training,Triceps,77
2023/3/15,Health,Resistance Training,Triceps,75
2023/3/18,Health,Resistance Training,Triceps,96
2023/3/20,Health,Resistance Training,Triceps,113
2023/3/22,Health,Resistance Training,Triceps,100
2023/3/25,Health,Resistance Training,Triceps,100
2023/3/27,Health,Resistance Training,Triceps,96
2023/3/30,Health,Resistance Training,Triceps,81
2023/4/1,Health,Resistance Training,Triceps,103
2023/4/3,Health,Resistance Training,Triceps,85
2023/4/4,Health,Resistance Training,Triceps,93
2023/4/7,Health,Resistance Training,Triceps,91
2023/4/10,Health,Resistance Training,Triceps,90
2023/4/14,Health,Resistance Training,Triceps,88
2023/4/16,Health,Resistance Training,Triceps,91
2023/4/18,Health,Resistance Training,Triceps,90
2023/4/20,Health,Resistance Training,Triceps,81
2023/5/2,Health,Resistance Training,Triceps,81
2023/5/6,Health,Resistance Training,Triceps,67
2023/5/10,Health,Resistance Training,Triceps,81
2023/5/12,Health,Resistance Training,Triceps,92
2023/5/14,Health,Resistance Training,Triceps,94
2023/5/16,Health,Resistance Training,Triceps,85
2023/5/19,Health,Resistance Training,Triceps,84
2023/5/21,Health,Resistance Training,Triceps,90
2023/5/23,Health,Resistance Training,Triceps,93
2023/5/26,Health,Resistance Training,Triceps,97
2023/5/28,Health,Resistance Training,Triceps,89
2023/5/31,Health,Resistance Training,Triceps,104
2023/6/2,Health,Resistance Training,Triceps,102
2023/6/5,Health,Resistance Training,Triceps,81
2023/6/8,Health,Resistance Training,Triceps,81
2023/6/12,Health,Resistance Training,Triceps,107
2023/6/16,Health,Resistance Training,Triceps,105
2023/6/20,Health,Resistance Training,Triceps,81
2023/6/22,Health,Resistance Training,Triceps,81
2023/6/25,Health,Resistance Training,Triceps,111
2023/6/27,Health,Resistance Training,Triceps,100
2023/6/29,Health,Resistance Training,Triceps,96
2023/6/30,Health,Resistance Training,Triceps,84
2023/7/2,Health,Resistance Training,Triceps,90
2023/7/4,Health,Resistance Training,Triceps,81
2023/7/10,Health,Resistance Training,Triceps,77
2023/7/13,Health,Resistance Training,Triceps,75
2023/7/15,Health,Resistance Training,Triceps,66
2023/7/19,Health,Resistance Training,Triceps,83
2023/7/21,Health,Resistance Training,Triceps,81
2023/7/23,Health,Resistance Training,Triceps,88
2023/7/27,Health,Resistance Training,Triceps,72
2023/8/3,Health,Resistance Training,Triceps,102
2023/8/5,Health,Resistance Training,Triceps,71
2023/8/9,Health,Resistance Training,Triceps,88
2023/8/13,Health,Resistance Training,Triceps,113
2023/8/15,Health,Resistance Training,Triceps,92
2023/8/18,Health,Resistance Training,Triceps,90
2023/8/21,Health,Resistance Training,Triceps,104
2023/8/25,Health,Resistance Training,Triceps,100
2023/8/29,Health,Resistance Training,Triceps,90
2023/9/2,Health,Resistance Training,Triceps,90
2023/9/6,Health,Resistance Training,Triceps,101
2023/9/9,Health,Resistance Training,Triceps,66
2023/9/12,Health,Resistance Training,Triceps,81
2023/9/16,Health,Resistance Training,Triceps,106
2023/9/18,Health,Resistance Training,Triceps,95
2023/9/24,Health,Resistance Training,Triceps,96
2023/9/28,Health,Resistance Training,Triceps,99
2023/9/30,Health,Resistance Training,Triceps,130
2023/10/2,Health,Resistance Training,Triceps,129
2023/10/6,Health,Resistance Training,Triceps,131
2023/10/10,Health,Resistance Training,Triceps,117
2023/10/14,Health,Resistance Training,Triceps,81
2023/10/18,Health,Resistance Training,Triceps,81
2023/10/22,Health,Resistance Training,Triceps,106
2023/10/26,Health,Resistance Training,Triceps,106
2023/10/30,Health,Resistance Training,Triceps,115
2021/8/21,Health,Resistance Training,Biceps,50
2021/8/25,Health,Resistance Training,Biceps,30
2021/8/27,Health,Resistance Training,Biceps,40
2021/8/30,Health,Resistance Training,Biceps,44
2021/9/2,Health,Resistance Training,Biceps,42
2021/9/4,Health,Resistance Training,Biceps,46
2021/9/6,Health,Resistance Training,Biceps,40
2021/9/8,Health,Resistance Training,Biceps,40
2021/9/10,Health,Resistance Training,Biceps,40
2021/9/12,Health,Resistance Training,Biceps,40
2021/9/14,Health,Resistance Training,Biceps,40
2021/9/16,Health,Resistance Training,Biceps,40
2021/9/18,Health,Resistance Training,Biceps,40
2021/9/20,Health,Resistance Training,Biceps,42
2021/9/22,Health,Resistance Training,Biceps,43
2021/9/24,Health,Resistance Training,Biceps,42
2021/9/26,Health,Resistance Training,Biceps,42
2021/9/28,Health,Resistance Training,Biceps,43
2021/9/30,Health,Resistance Training,Biceps,42
2021/10/2,Health,Resistance Training,Biceps,42
2021/10/4,Health,Resistance Training,Biceps,42
2021/10/6,Health,Resistance Training,Biceps,42
2021/10/8,Health,Resistance Training,Biceps,42
2021/10/10,Health,Resistance Training,Biceps,42
2021/10/12,Health,Resistance Training,Biceps,43
2021/10/14,Health,Resistance Training,Biceps,43
2021/10/16,Health,Resistance Training,Biceps,43
2021/10/18,Health,Resistance Training,Biceps,43
2021/10/20,Health,Resistance Training,Biceps,43
2021/10/22,Health,Resistance Training,Biceps,43
2021/10/24,Health,Resistance Training,Biceps,43
2021/10/26,Health,Resistance Training,Biceps,44
2021/10/28,Health,Resistance Training,Biceps,44
2021/10/30,Health,Resistance Training,Biceps,44
2021/11/1,Health,Resistance Training,Biceps,44
2021/11/3,Health,Resistance Training,Biceps,44
2021/11/5,Health,Resistance Training,Biceps,44
2021/11/7,Health,Resistance Training,Biceps,44
2021/11/9,Health,Resistance Training,Biceps,44
2021/11/11,Health,Resistance Training,Biceps,45
2021/11/13,Health,Resistance Training,Biceps,45
2021/11/15,Health,Resistance Training,Biceps,45
2021/11/17,Health,Resistance Training,Biceps,45
2021/11/19,Health,Resistance Training,Biceps,45
2021/11/21,Health,Resistance Training,Biceps,45
2021/11/23,Health,Resistance Training,Biceps,45
2021/11/25,Health,Resistance Training,Biceps,45
2021/11/27,Health,Resistance Training,Biceps,45
2021/11/29,Health,Resistance Training,Biceps,45
2021/12/1,Health,Resistance Training,Biceps,45
2021/12/3,Health,Resistance Training,Biceps,45
2021/12/5,Health,Resistance Training,Biceps,45
2021/12/7,Health,Resistance Training,Biceps,45
2021/12/9,Health,Resistance Training,Biceps,45
2021/12/11,Health,Resistance Training,Biceps,45
2021/12/13,Health,Resistance Training,Biceps,45
2021/12/15,Health,Resistance Training,Biceps,45
2021/12/17,Health,Resistance Training,Biceps,45
2021/12/19,Health,Resistance Training,Biceps,45
2021/12/21,Health,Resistance Training,Biceps,45
2021/12/23,Health,Resistance Training,Biceps,45
2021/12/25,Health,Resistance Training,Biceps,45
2021/12/27,Health,Resistance Training,Biceps,45
2021/12/29,Health,Resistance Training,Biceps,45
2021/12/31,Health,Resistance Training,Biceps,45
2022/1/2,Health,Resistance Training,Biceps,45
2022/1/4,Health,Resistance Training,Biceps,45
2022/1/6,Health,Resistance Training,Biceps,45
2022/1/8,Health,Resistance Training,Biceps,45
2022/1/10,Health,Resistance Training,Biceps,45
2022/1/12,Health,Resistance Training,Biceps,45
2022/1/14,Health,Resistance Training,Biceps,45
2022/1/16,Health,Resistance Training,Biceps,45
2022/1/18,Health,Resistance Training,Biceps,45
2022/1/20,Health,Resistance Training,Biceps,45
2022/1/22,Health,Resistance Training,Biceps,56
2022/1/24,Health,Resistance Training,Biceps,45
2022/1/26,Health,Resistance Training,Biceps,45
2022/1/28,Health,Resistance Training,Biceps,46
2022/1/30,Health,Resistance Training,Biceps,52
2022/2/1,Health,Resistance Training,Biceps,46
2022/2/3,Health,Resistance Training,Biceps,46
2022/2/5,Health,Resistance Training,Biceps,46
2022/2/7,Health,Resistance Training,Biceps,46
2022/2/9,Health,Resistance Training,Biceps,46
2022/2/11,Health,Resistance Training,Biceps,46
2022/2/13,Health,Resistance Training,Biceps,46
2022/2/15,Health,Resistance Training,Biceps,46
2022/2/17,Health,Resistance Training,Biceps,46
2022/2/19,Health,Resistance Training,Biceps,46
2022/2/20,Health,Resistance Training,Biceps,46
2022/2/22,Health,Resistance Training,Biceps,46
2022/2/24,Health,Resistance Training,Biceps,46
2022/2/26,Health,Resistance Training,Biceps,46
2022/2/27,Health,Resistance Training,Biceps,46
2022/3/1,Health,Resistance Training,Biceps,46
2022/3/3,Health,Resistance Training,Biceps,46
2022/3/4,Health,Resistance Training,Biceps,54
2022/3/6,Health,Resistance Training,Biceps,46
2022/3/7,Health,Resistance Training,Biceps,50
2022/3/9,Health,Resistance Training,Biceps,46
2022/3/11,Health,Resistance Training,Biceps,46
2022/3/13,Health,Resistance Training,Biceps,46
2022/3/15,Health,Resistance Training,Biceps,46
2022/3/17,Health,Resistance Training,Biceps,46
2022/3/19,Health,Resistance Training,Biceps,46
2022/3/21,Health,Resistance Training,Biceps,46
2022/3/23,Health,Resistance Training,Biceps,46
2022/3/25,Health,Resistance Training,Biceps,46
2022/3/27,Health,Resistance Training,Biceps,46
2022/3/29,Health,Resistance Training,Biceps,46
2022/3/31,Health,Resistance Training,Biceps,74
2022/4/2,Health,Resistance Training,Biceps,51
2022/4/4,Health,Resistance Training,Biceps,70
2022/4/6,Health,Resistance Training,Biceps,48
2022/4/8,Health,Resistance Training,Biceps,54
2022/4/10,Health,Resistance Training,Biceps,46
2022/4/12,Health,Resistance Training,Biceps,46
2022/4/14,Health,Resistance Training,Biceps,48
2022/4/16,Health,Resistance Training,Biceps,46
2022/4/18,Health,Resistance Training,Biceps,46
2022/4/20,Health,Resistance Training,Biceps,47
2022/4/22,Health,Resistance Training,Biceps,52
2022/4/24,Health,Resistance Training,Biceps,56
2022/4/26,Health,Resistance Training,Biceps,58
2022/4/28,Health,Resistance Training,Biceps,56
2022/4/30,Health,Resistance Training,Biceps,61
2022/5/2,Health,Resistance Training,Biceps,52
2022/5/4,Health,Resistance Training,Biceps,70
2022/5/6,Health,Resistance Training,Biceps,48
2022/5/8,Health,Resistance Training,Biceps,67
2022/5/10,Health,Resistance Training,Biceps,64
2022/5/12,Health,Resistance Training,Biceps,60
2022/5/14,Health,Resistance Training,Biceps,58
2022/5/16,Health,Resistance Training,Biceps,52
2022/5/18,Health,Resistance Training,Biceps,63
2022/5/20,Health,Resistance Training,Biceps,48
2022/5/22,Health,Resistance Training,Biceps,52
2022/5/24,Health,Resistance Training,Biceps,50
2022/5/26,Health,Resistance Training,Biceps,52
2022/5/28,Health,Resistance Training,Biceps,61
2022/5/30,Health,Resistance Training,Biceps,63
2022/6/1,Health,Resistance Training,Biceps,54
2022/6/3,Health,Resistance Training,Biceps,52
2022/6/5,Health,Resistance Training,Biceps,64
2022/6/9,Health,Resistance Training,Biceps,54
2022/6/11,Health,Resistance Training,Biceps,53
2022/6/13,Health,Resistance Training,Biceps,55
2022/6/15,Health,Resistance Training,Biceps,53
2022/6/17,Health,Resistance Training,Biceps,52
2022/6/19,Health,Resistance Training,Biceps,67
2022/6/21,Health,Resistance Training,Biceps,70
2022/6/22,Health,Resistance Training,Biceps,52
2022/6/23,Health,Resistance Training,Biceps,55
2022/6/24,Health,Resistance Training,Biceps,53
2022/6/25,Health,Resistance Training,Biceps,61
2022/6/27,Health,Resistance Training,Biceps,62
2022/6/29,Health,Resistance Training,Biceps,68
2022/7/1,Health,Resistance Training,Biceps,60
2022/7/3,Health,Resistance Training,Biceps,55
2022/7/5,Health,Resistance Training,Biceps,52
2022/7/7,Health,Resistance Training,Biceps,68
2022/7/9,Health,Resistance Training,Biceps,62
2022/7/11,Health,Resistance Training,Biceps,60
2022/7/13,Health,Resistance Training,Biceps,60
2022/7/15,Health,Resistance Training,Biceps,64
2022/7/17,Health,Resistance Training,Biceps,70
2022/7/19,Health,Resistance Training,Biceps,72
2022/7/21,Health,Resistance Training,Biceps,60
2022/7/23,Health,Resistance Training,Biceps,57
2022/7/25,Health,Resistance Training,Biceps,56
2022/7/27,Health,Resistance Training,Biceps,61
2022/7/29,Health,Resistance Training,Biceps,52
2022/7/31,Health,Resistance Training,Biceps,68
2022/8/2,Health,Resistance Training,Biceps,64
2022/8/4,Health,Resistance Training,Biceps,76
2022/8/6,Health,Resistance Training,Biceps,71
2022/8/8,Health,Resistance Training,Biceps,77
2022/8/10,Health,Resistance Training,Biceps,78
2022/8/11,Health,Resistance Training,Biceps,30
2022/8/12,Health,Resistance Training,Biceps,78
2022/8/13,Health,Resistance Training,Biceps,73
2022/8/14,Health,Resistance Training,Biceps,70
2022/8/15,Health,Resistance Training,Biceps,41
2022/8/16,Health,Resistance Training,Biceps,71
2022/8/17,Health,Resistance Training,Biceps,47
2022/8/18,Health,Resistance Training,Biceps,52
2022/8/20,Health,Resistance Training,Biceps,100
2022/8/22,Health,Resistance Training,Biceps,83
2022/8/24,Health,Resistance Training,Biceps,91
2022/8/26,Health,Resistance Training,Biceps,100
2022/8/27,Health,Resistance Training,Biceps,62
2022/8/29,Health,Resistance Training,Biceps,70
2022/8/31,Health,Resistance Training,Biceps,85
2022/9/1,Health,Resistance Training,Biceps,40
2022/9/2,Health,Resistance Training,Biceps,72
2022/9/4,Health,Resistance Training,Biceps,81
2022/9/8,Health,Resistance Training,Biceps,70
2022/9/9,Health,Resistance Training,Biceps,55
2022/9/10,Health,Resistance Training,Biceps,52
2022/9/11,Health,Resistance Training,Biceps,54
2022/9/20,Health,Resistance Training,Biceps,52
2022/9/22,Health,Resistance Training,Biceps,55
2022/9/24,Health,Resistance Training,Biceps,56
2022/9/26,Health,Resistance Training,Biceps,52
2022/9/27,Health,Resistance Training,Biceps,71
2022/9/30,Health,Resistance Training,Biceps,70
2022/10/3,Health,Resistance Training,Biceps,56
2022/10/4,Health,Resistance Training,Biceps,53
2022/10/6,Health,Resistance Training,Biceps,56
2022/10/9,Health,Resistance Training,Biceps,93
2022/10/10,Health,Resistance Training,Biceps,60
2022/10/13,Health,Resistance Training,Biceps,73
2022/10/15,Health,Resistance Training,Biceps,72
2022/10/17,Health,Resistance Training,Biceps,132
2022/10/20,Health,Resistance Training,Biceps,135
2022/10/22,Health,Resistance Training,Biceps,90
2022/10/24,Health,Resistance Training,Biceps,54
2022/10/27,Health,Resistance Training,Biceps,101
2022/10/30,Health,Resistance Training,Biceps,81
2022/11/2,Health,Resistance Training,Biceps,120
2022/11/4,Health,Resistance Training,Biceps,66
2022/11/6,Health,Resistance Training,Biceps,103
2022/11/8,Health,Resistance Training,Biceps,90
2022/11/9,Health,Resistance Training,Biceps,81
2022/11/12,Health,Resistance Training,Biceps,103
2022/11/14,Health,Resistance Training,Biceps,81
2022/11/16,Health,Resistance Training,Biceps,54
2022/11/18,Health,Resistance Training,Biceps,67
2022/11/20,Health,Resistance Training,Biceps,75
2022/11/23,Health,Resistance Training,Biceps,68
2022/11/25,Health,Resistance Training,Biceps,61
2022/11/27,Health,Resistance Training,Biceps,55
2022/11/29,Health,Resistance Training,Biceps,65
2022/12/2,Health,Resistance Training,Biceps,83
2022/12/5,Health,Resistance Training,Biceps,66
2022/12/8,Health,Resistance Training,Biceps,84
2022/12/11,Health,Resistance Training,Biceps,62
2022/12/14,Health,Resistance Training,Biceps,73
2022/12/16,Health,Resistance Training,Biceps,63
2022/12/18,Health,Resistance Training,Biceps,106
2022/12/21,Health,Resistance Training,Biceps,77
2022/12/25,Health,Resistance Training,Biceps,109
2022/12/27,Health,Resistance Training,Biceps,84
2022/12/29,Health,Resistance Training,Biceps,104
2022/12/31,Health,Resistance Training,Biceps,81
2023/1/3,Health,Resistance Training,Biceps,81
2023/1/5,Health,Resistance Training,Biceps,81
2023/1/7,Health,Resistance Training,Biceps,81
2023/1/9,Health,Resistance Training,Biceps,81
2023/1/14,Health,Resistance Training,Biceps,81
2023/1/19,Health,Resistance Training,Biceps,81
2023/1/21,Health,Resistance Training,Biceps,57
2023/1/23,Health,Resistance Training,Biceps,81
2023/1/26,Health,Resistance Training,Biceps,54
2023/1/30,Health,Resistance Training,Biceps,81
2023/2/1,Health,Resistance Training,Biceps,58
2023/2/4,Health,Resistance Training,Biceps,66
2023/2/10,Health,Resistance Training,Biceps,85
2023/2/13,Health,Resistance Training,Biceps,66
2023/2/18,Health,Resistance Training,Biceps,84
2023/2/22,Health,Resistance Training,Biceps,81
2023/2/28,Health,Resistance Training,Biceps,90
2023/3/2,Health,Resistance Training,Biceps,64
2023/3/6,Health,Resistance Training,Biceps,85
2023/3/11,Health,Resistance Training,Biceps,103
2023/3/13,Health,Resistance Training,Biceps,75
2023/3/17,Health,Resistance Training,Biceps,68
2023/3/20,Health,Resistance Training,Biceps,93
2023/3/22,Health,Resistance Training,Biceps,100
2023/3/25,Health,Resistance Training,Biceps,100
2023/3/27,Health,Resistance Training,Biceps,94
2023/3/30,Health,Resistance Training,Biceps,90
2023/4/1,Health,Resistance Training,Biceps,94
2023/4/3,Health,Resistance Training,Biceps,101
2023/4/4,Health,Resistance Training,Biceps,85
2023/4/7,Health,Resistance Training,Biceps,91
2023/4/10,Health,Resistance Training,Biceps,90
2023/4/14,Health,Resistance Training,Biceps,97
2023/4/16,Health,Resistance Training,Biceps,91
2023/4/18,Health,Resistance Training,Biceps,90
2023/4/20,Health,Resistance Training,Biceps,81
2023/5/3,Health,Resistance Training,Biceps,81
2023/5/6,Health,Resistance Training,Biceps,67
2023/5/9,Health,Resistance Training,Biceps,60
2023/5/11,Health,Resistance Training,Biceps,70
2023/5/13,Health,Resistance Training,Biceps,77
2023/5/17,Health,Resistance Training,Biceps,69
2023/5/19,Health,Resistance Training,Biceps,77
2023/5/22,Health,Resistance Training,Biceps,66
2023/5/24,Health,Resistance Training,Biceps,95
2023/5/28,Health,Resistance Training,Biceps,83
2023/6/1,Health,Resistance Training,Biceps,83
2023/6/4,Health,Resistance Training,Biceps,83
2023/6/7,Health,Resistance Training,Biceps,90
2023/6/10,Health,Resistance Training,Biceps,64
2023/6/15,Health,Resistance Training,Biceps,88
2023/6/17,Health,Resistance Training,Biceps,81
2023/6/19,Health,Resistance Training,Biceps,90
2023/6/21,Health,Resistance Training,Biceps,81
2023/6/24,Health,Resistance Training,Biceps,81
